"TraitName","TraitID","AccSpeciesName","UnitName","meanMeasure","nmeasures"
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Meliosma vasquezii","mm2 mg-1",14.018998385,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Meliosma veitchiorum","mm2 mg-1",35.7142857142857,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Melittis melissophyllum","mm2 mg-1",40.74856964015,40
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Melochia pyramidata","mm2 mg-1",6.600660066,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Melochia umbellata","mm2 mg-1",19.361,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Melodinus acutiflorus","mm2 mg-1",11.7499333333333,15
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Melodinus australis","mm2 mg-1",20.104,4
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Melodinus cochinchinensis","mm2 mg-1",10.826727475389,4
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Melothria pendula","mm2 mg-1",40.6966887758669,9
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Memecylon borneense","mm2 mg-1",18.384,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Memecylon calypterum","mm2 mg-1",18.384,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Memecylon ligustrifolium","mm2 mg-1",10.0112132897462,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Memecylon paniculatum","mm2 mg-1",12.49110631635,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Memecylon umbellatum","mm2 mg-1",7.1395,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Memora tanaeciicarpa","mm2 mg-1",9.09,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mendoncia gracilis","mm2 mg-1",17.8133510310909,11
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mendoncia litoralis","mm2 mg-1",21.830079,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Meniscium angustifolium","mm2 mg-1",18.226,5
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Meniscium reticulatum","mm2 mg-1",20.96875,8
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Menodora scabra","mm2 mg-1",9.491525424,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Menodora spinescens","mm2 mg-1",95.7432969227,10
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentha aquatica","mm2 mg-1",21.5913898937143,14
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentha arvensis","mm2 mg-1",36.7833741497143,7
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentha diemenica","mm2 mg-1",36.11,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentha longifolia","mm2 mg-1",21.0916666666667,12
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentha piperita_x","mm2 mg-1",23.24,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentha pulegium","mm2 mg-1",27.5860286695,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentha saturejoides","mm2 mg-1",11.11,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentha sp","mm2 mg-1",12.5716523100921,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentha spicata","mm2 mg-1",15.21,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentha suaveolens","mm2 mg-1",30.738636454,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentha verticillata_x","mm2 mg-1",34.45,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mentzelia oligosperma","mm2 mg-1",16.103059581,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Menyanthes trifoliata","mm2 mg-1",27.2133542968688,14
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Menziesia pilosa","mm2 mg-1",29.1781973228379,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mercurialis annua","mm2 mg-1",45.066,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mercurialis perennis","mm2 mg-1",40.7794043047968,40
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mercurialis tomentosa","mm2 mg-1",9.076,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Meriania hexamera","mm2 mg-1",8.2644628099,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Merremia gracilis","mm2 mg-1",23.704,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Merremia sp","mm2 mg-1",24.204,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mertensia ciliata","mm2 mg-1",23.773259390201,6
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mertensia fusiformis","mm2 mg-1",27.215666126375,8
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mertensia lanceolata","mm2 mg-1",15.1466748577882,29
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mertensia maritima","mm2 mg-1",22.60811864,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mesembryanthemum barklyi","mm2 mg-1",3.50140056022409,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mesembryanthemum hypertrophicum","mm2 mg-1",10.9649122807018,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mesembryanthemum nodiflorum","mm2 mg-1",4.775,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mesembryanthemum pellitum","mm2 mg-1",4.84496124031008,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mesembryanthemum schlichtianum","mm2 mg-1",4.54959053685168,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mesembryanthemum sladenianum","mm2 mg-1",6.265664160401,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mesembryanthemum subnodosum","mm2 mg-1",6.64893617021277,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mespilus germanica","mm2 mg-1",22.27,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mesua borneensis","mm2 mg-1",9.818,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metalasia muricata","mm2 mg-1",8.94908576871499,6
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metastelma grisebachianum","mm2 mg-1",14.814814815,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metaxya lanosa","mm2 mg-1",14.850728526,6
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metaxya rostrata","mm2 mg-1",12.3216097266667,6
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrodorea flavida","mm2 mg-1",11.8706072015585,4
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrosideros excelsa","mm2 mg-1",6.468790966,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrosideros macropus","mm2 mg-1",5.2938062467,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrosideros parkinsonii","mm2 mg-1",4.329004329,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrosideros polymorpha","mm2 mg-1",4.75661427806859,115
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrosideros polymorpha var. imbricata","mm2 mg-1",4.32743140403333,18
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrosideros polymorpha var. lutea","mm2 mg-1",4.31520828355556,27
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrosideros polyrnorpha","mm2 mg-1",4.30725852826058,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrosideros robusta","mm2 mg-1",5.6976428178,15
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrosideros rugosa","mm2 mg-1",3.8270187524,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrosideros tremuloides","mm2 mg-1",11.123470523,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metrosideros umbellata","mm2 mg-1",5.57971520736409,77
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Metteniusa tessmanniana","mm2 mg-1",7.01141611111111,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mezilaurus extendido","mm2 mg-1",14.074070685,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mezilaurus ita-uba","mm2 mg-1",10.9353598738078,4
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mezilaurus synandra","mm2 mg-1",4.35610019823391,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mezilaurus triunca","mm2 mg-1",26.32617276,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mezoneuron latisiliquum","mm2 mg-1",30.491,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mezoneuron scortechinii","mm2 mg-1",7.87392,25
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mezzettia havilandii","mm2 mg-1",16.803,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mezzettia macrocarpa","mm2 mg-1",5.9716104362,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mibora minima","mm2 mg-1",45.727391001,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Mickelia nicotianifolia","mm2 mg-1",30.9421283783784,8
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia abbreviata","mm2 mg-1",18.81506484,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia acinodendron","mm2 mg-1",21.9723601744814,28
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia acuminata","mm2 mg-1",10.6905521806833,6
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia acutipetala","mm2 mg-1",29.326181095,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia affinis","mm2 mg-1",20.065954284836,30
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia albicans","mm2 mg-1",7.75054618423372,9
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia ampla","mm2 mg-1",13.9459488271461,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia appendiculata","mm2 mg-1",15.902366317667,3
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia argentea","mm2 mg-1",11.9049532698752,30
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia atenunodu","mm2 mg-1",21.67999646,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia atrofusca","mm2 mg-1",6.45467015837387,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia aurea","mm2 mg-1",31.1269653,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia bubalina","mm2 mg-1",12.1355333796667,3
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia cabucu","mm2 mg-1",100.02230855997,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia calvescens","mm2 mg-1",17.0220101010101,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia cazaletii","mm2 mg-1",22.74586654,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia centrodesma","mm2 mg-1",32.61477871,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia chocofres","mm2 mg-1",26.67103034,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia coelestis","mm2 mg-1",10.3107770188404,4
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia corine","mm2 mg-1",16.349000795,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia crotonifolia","mm2 mg-1",4.6838407494,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia cubatanensis","mm2 mg-1",173.048229088169,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia decurrens","mm2 mg-1",15.490774875,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia denticulata","mm2 mg-1",7.39715123586091,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia dispar","mm2 mg-1",10.2154737348506,11
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia dodecandra","mm2 mg-1",11.3,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia dolichorhyncha","mm2 mg-1",17.005927457,3
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia dolichorrhyncha","mm2 mg-1",9.78825,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia dorsiloba","mm2 mg-1",22.88558192325,4
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia elata","mm2 mg-1",14.2074278820148,40
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia ferruginata","mm2 mg-1",4.98,3
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia fosteri","mm2 mg-1",21.2063875416667,3
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia fragilis","mm2 mg-1",15.1785325090833,12
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia glaberrima","mm2 mg-1",11.6506318952547,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia gracilis","mm2 mg-1",19.000716845939,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia grancordata","mm2 mg-1",20.58211948,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia grandifoliata","mm2 mg-1",12.891850322,3
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia hondurensis","mm2 mg-1",14.9787525865667,30
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia hypoleuca","mm2 mg-1",11.2608195165911,7
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia impetiolaris","mm2 mg-1",17.4950841135333,17
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia kari","mm2 mg-1",23.507,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia karina","mm2 mg-1",23.50679473,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia karlkrugii","mm2 mg-1",6.9630962217,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia klugii","mm2 mg-1",15.482204065,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia laevigata","mm2 mg-1",18.935,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia lamprophylla","mm2 mg-1",33.23513503,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia lepidota","mm2 mg-1",14.1224669811321,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia ligustroides","mm2 mg-1",7.63400000000001,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia livida","mm2 mg-1",9.40371747211895,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia lugonis","mm2 mg-1",13.735076275,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia magnifolia","mm2 mg-1",14.7083469720884,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia medglauca","mm2 mg-1",26.70491277,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia media","mm2 mg-1",6.87948028673835,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia minutiflora","mm2 mg-1",10.4011649333333,3
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia mirabilis","mm2 mg-1",12.38875,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia multiflora","mm2 mg-1",14.1759829472329,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia multispicata","mm2 mg-1",21.12707241634,6
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia napoana","mm2 mg-1",15.46351511,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia nerviblanco","mm2 mg-1",16.620999345,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia nervosa","mm2 mg-1",24.9340758053529,17
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia peqdorada","mm2 mg-1",19.641853055,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia pileata","mm2 mg-1",9,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia poa","mm2 mg-1",15.464,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia poeppigii","mm2 mg-1",13.0858489034651,20
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia prasina","mm2 mg-1",15.7473703485824,10
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia pterocaulon","mm2 mg-1",19.76896042,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia punctata","mm2 mg-1",8.89491865178542,18
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia purpono","mm2 mg-1",21.1386556826667,3
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia pusilliflora","mm2 mg-1",6.7543407453,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia pyrifolia","mm2 mg-1",8.01996400489566,4
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia racemosa","mm2 mg-1",20.674875,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia reducens","mm2 mg-1",7,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia roselegante","mm2 mg-1",29.604186815,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia ruficalyx","mm2 mg-1",14.3704308948387,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia rugosa","mm2 mg-1",19.484824055,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia sachapurp","mm2 mg-1",20.782979415,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia schnellii","mm2 mg-1",8.2479801195,9
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia schunkei","mm2 mg-1",26.078061825,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia setulosa","mm2 mg-1",7.5007457121551,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia sintenisii","mm2 mg-1",5.7971014493,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia smaragdina","mm2 mg-1",23.2688624545738,4
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia sp","mm2 mg-1",10.4741850868166,60
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia stevensiana","mm2 mg-1",14.4331097104329,3
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia symplectocaulos","mm2 mg-1",9.79712826086957,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia talamancensis","mm2 mg-1",6.0713901981,14
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia tetrandra","mm2 mg-1",13.24511765,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia tipica","mm2 mg-1",19.3854116516667,3
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia tomentosa","mm2 mg-1",18.30193925,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia trinervia","mm2 mg-1",14.7359371666714,3
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia triplinervis","mm2 mg-1",30.59590567,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia tschudyoides","mm2 mg-1",12.003762896,1
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia variabilis","mm2 mg-1",19.4288659791907,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Miconia zubenetana","mm2 mg-1",17.54015376,2
"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",3117,"Micrandra elata","mm2 mg-1",13.0005835518749,4
